sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 80
L_Base_Z_For,True,1.0,robot,4.0,False,False,robot_stimuli\L_Base_Z_For.mp4,12.0,,,,,,,,,0.0,545.0,545.0,545.0,,,,,,,,,,,,,510.40519979999954,511.4816551000004,,,,,,,515.1236342999982,515.1236342999982,515.1236342999982,515.1236342999982,515.1236342999982,515.1236342999982,515.1236342999982,515.1236342999982,None,None,None,,,,,,,,,,,510.40519979999954,510.40519979999954,None,,,511.4816551000004,,c,510.40519979999954,510.40519979999954,1.7083235999998578,511.4816551000004,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_X_For,False,1.0,robot,4.0,False,False,robot_stimuli\R_Head_X_For.mp4,12.0,,,,,,,,,0.0,546.0,546.0,546.0,,,,,,,,,,,,,515.1236342999982,516.2022872999987,,,,,,,519.8407425000005,519.8407425000005,519.8407425000005,519.8407425000005,519.8407425000005,519.8407425000005,519.8407425000005,519.8407425000005,None,None,None,,,,,,,,,,,515.1236342999982,515.1236342999982,None,,,516.2022872999987,,n,515.1236342999982,515.1236342999982,0.8355989000010595,516.2022872999987,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_X_For,True,1.0,robot,4.0,False,False,robot_stimuli\R_Head_X_For.mp4,12.0,,,,,,,,,0.0,547.0,547.0,547.0,,,,,,,,,,,,,519.8407425000005,520.9147043000012,,,,,,,524.5567074999999,524.5567074999999,524.5567074999999,524.5567074999999,524.5567074999999,524.5567074999999,524.5567074999999,524.5567074999999,None,None,None,,,,,,,,,,,519.8407425000005,519.8407425000005,None,,,520.9147043000012,,c,519.8407425000005,519.8407425000005,1.4259845999986285,520.9147043000012,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Y_Back,False,1.0,robot,4.0,False,False,robot_stimuli\L_Head_Y_Back.mp4,12.0,,,,,,,,,0.0,548.0,548.0,548.0,,,,,,,,,,,,,524.5567074999999,525.6357270999979,,,,,,,529.2747096999992,529.2747096999992,529.2747096999992,529.2747096999992,529.2747096999992,529.2747096999992,529.2747096999992,529.2747096999992,None,None,None,,,,,,,,,,,524.5567074999999,524.5567074999999,None,,,525.6357270999979,,n,524.5567074999999,524.5567074999999,0.8247058000015386,525.6357270999979,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_Back,False,1.0,robot,4.0,False,True,robot_stimuli\R_Torso_X_Back.mp4,12.0,,,,,,,,,0.0,549.0,549.0,549.0,,,,,,,,,,,,,529.2747096999992,530.3531631000005,,,,,,,534.0330346999981,537.188764999999,534.0330346999981,537.188764999999,534.0330346999981,537.188764999999,534.0330346999981,537.188764999999,56.23456790123457,2.3784231999998156,space,,,,3.108033100001194,,,,,,,529.2747096999992,529.2747096999992,None,,,530.3531631000005,,n,529.2747096999992,529.2747096999992,0.9076843000002556,530.3531631000005,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_Back,False,3.0,robot,4.0,True,False,robot_stimuli\L_Base_Y_Back.mp4,12.0,,,,,,,,,0.0,550.0,550.0,550.0,,,,,,,,,,,,,539.2576498999988,540.336522499998,,,,,,,543.9210483999996,543.9210483999996,543.9210483999996,543.9210483999996,543.9210483999996,543.9210483999996,543.9210483999996,543.9210483999996,None,None,None,,,,,,,,,,,537.188764999999,537.188764999999,space,2.0476077999992413,,540.336522499998,,n,,,1.4198504999985744,540.336522499998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,551.0,551.0,551.0,,,,,,,,,,,,,543.9210483999996,545.0024893000009,,,,,,,548.6537811999988,548.6537811999988,548.6537811999988,548.6537811999988,548.6537811999988,548.6537811999988,548.6537811999988,548.6537811999988,None,None,None,,,,,,,,,,,543.9210483999996,543.9210483999996,None,,,545.0024893000009,,n,543.9210483999996,543.9210483999996,2.762730400001601,545.0024893000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\L_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,552.0,552.0,552.0,,,,,,,,,,,,,548.6537811999988,549.7371396999988,,,,,,,553.3883610000012,553.3883610000012,553.3883610000012,553.3883610000012,553.3883610000012,553.3883610000012,553.3883610000012,553.3883610000012,None,None,None,,,,,,,,,,,548.6537811999988,548.6537811999988,None,,,549.7371396999988,,n,548.6537811999988,548.6537811999988,1.307118000000628,549.7371396999988,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_X_For,False,3.0,robot,4.0,False,False,robot_stimuli\R_Head_X_For.mp4,12.0,,,,,,,,,0.0,553.0,553.0,553.0,,,,,,,,,,,,,553.3883610000012,554.4667111999988,,,,,,,558.1113259000012,558.1113259000012,558.1113259000012,558.1113259000012,558.1113259000012,558.1113259000012,558.1113259000012,558.1113259000012,None,None,None,,,,,,,,,,,553.3883610000012,553.3883610000012,None,,,554.4667111999988,,n,553.3883610000012,553.3883610000012,0.8100869999980205,554.4667111999988,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_Back,True,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,554.0,554.0,554.0,,,,,,,,,,,,,558.1113259000012,559.217183599998,,,,,,,562.8604171000006,562.8604171000006,562.8604171000006,562.8604171000006,562.8604171000006,562.8604171000006,562.8604171000006,562.8604171000006,None,None,None,,,,,,,,,,,558.1113259000012,558.1113259000012,None,,,559.217183599998,,c,558.1113259000012,558.1113259000012,2.020744499997818,559.217183599998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_Back,True,3.0,robot,4.0,False,False,robot_stimuli\L_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,555.0,555.0,555.0,,,,,,,,,,,,,562.8604171000006,,,,,,,,567.606115999999,567.606115999999,567.606115999999,567.606115999999,567.606115999999,567.606115999999,567.606115999999,567.606115999999,None,None,None,,,,,,,,,,,562.8604171000006,562.8604171000006,None,,,563.9666469000003,,c,562.8604171000006,562.8604171000006,2.318690999996761,563.9666469000003,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Base_Z_Back.mp4,12.0,,,,,,,,,0.0,556.0,556.0,556.0,,,,,,,,,,,,,567.606115999999,568.6858381999991,,,,,,,572.2366906999996,572.2366906999996,572.2366906999996,572.2366906999996,572.2366906999996,572.2366906999996,572.2366906999996,572.2366906999996,None,None,None,,,,,,,,,,,567.606115999999,567.606115999999,None,,,568.6858381999991,,n,567.606115999999,567.606115999999,1.4705680000006396,568.6858381999991,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Y_For,False,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,557.0,557.0,557.0,,,,,,,,,,,,,572.2366906999996,573.3187681999989,,,,,,,576.948519900001,576.948519900001,576.948519900001,576.948519900001,576.948519900001,576.948519900001,576.948519900001,576.948519900001,None,None,None,,,,,,,,,,,572.2366906999996,572.2366906999996,None,,,573.3187681999989,,n,572.2366906999996,572.2366906999996,2.3098806999987573,573.3187681999989,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_X_Back,False,3.0,robot,4.0,False,False,robot_stimuli\L_Arm_X_Back.mp4,12.0,,,,,,,,,0.0,558.0,558.0,558.0,,,,,,,,,,,,,576.948519900001,578.0364561999995,,,,,,,581.6866953999997,581.6866953999997,581.6866953999997,581.6866953999997,581.6866953999997,581.6866953999997,581.6866953999997,581.6866953999997,None,None,None,,,,,,,,,,,576.948519900001,576.948519900001,None,,,578.0364561999995,,n,576.948519900001,576.948519900001,1.4178799000001163,578.0364561999995,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_X_Back,False,3.0,robot,4.0,False,False,robot_stimuli\L_Base_X_Back.mp4,12.0,,,,,,,,,0.0,559.0,559.0,559.0,,,,,,,,,,,,,581.6866953999997,582.7709384000009,,,,,,,586.3868177000004,586.3868177000004,586.3868177000004,586.3868177000004,586.3868177000004,586.3868177000004,586.3868177000004,586.3868177000004,None,None,None,,,,,,,,,,,581.6866953999997,581.6866953999997,None,,,582.7709384000009,,n,581.6866953999997,581.6866953999997,1.0025294000006395,582.7709384000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Y_For,True,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,560.0,560.0,560.0,,,,,,,,,,,,,586.3868177000004,587.4682775000001,,,,,,,591.0984592999994,591.0984592999994,591.0984592999994,591.0984592999994,591.0984592999994,591.0984592999994,591.0984592999994,591.0984592999994,None,None,None,,,,,,,,,,,586.3868177000004,586.3868177000004,None,,,587.4682775000001,,c,586.3868177000004,586.3868177000004,2.48828119999962,587.4682775000001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_X_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Base_X_For.mp4,12.0,,,,,,,,,0.0,561.0,561.0,561.0,,,,,,,,,,,,,591.0984592999994,592.186615999999,,,,,,,595.7699838000008,595.7699838000008,595.7699838000008,595.7699838000008,595.7699838000008,595.7699838000008,595.7699838000008,595.7699838000008,None,None,None,,,,,,,,,,,591.0984592999994,591.0984592999994,None,,,592.186615999999,,n,591.0984592999994,591.0984592999994,1.219253999999637,592.186615999999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,562.0,562.0,562.0,,,,,,,,,,,,,595.7699838000008,596.8536512999999,,,,,,,600.5049488000004,600.5049488000004,600.5049488000004,600.5049488000004,600.5049488000004,600.5049488000004,600.5049488000004,600.5049488000004,None,None,None,,,,,,,,,,,595.7699838000008,595.7699838000008,None,,,596.8536512999999,,n,595.7699838000008,595.7699838000008,1.471657400001277,596.8536512999999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,False,3.0,robot,4.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,563.0,563.0,563.0,,,,,,,,,,,,,600.5049488000004,601.5848235999983,,,,,,,605.2239602000009,605.2239602000009,605.2239602000009,605.2239602000009,605.2239602000009,605.2239602000009,605.2239602000009,605.2239602000009,None,None,None,,,,,,,,,,,600.5049488000004,600.5049488000004,None,,,601.5848235999983,,n,600.5049488000004,600.5049488000004,0.7957574000029126,601.5848235999983,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,564.0,564.0,564.0,,,,,,,,,,,,,605.2239602000009,606.303549100001,,,,,,,609.955326299998,609.955326299998,609.955326299998,609.955326299998,609.955326299998,609.955326299998,609.955326299998,609.955326299998,None,None,None,,,,,,,,,,,605.2239602000009,605.2239602000009,None,,,606.303549100001,,n,605.2239602000009,605.2239602000009,1.485768200000166,606.303549100001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Z_Back,True,3.0,robot,4.0,False,False,robot_stimuli\R_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,565.0,565.0,565.0,,,,,,,,,,,,,609.955326299998,611.0375490000006,,,,,,,614.6878696999993,614.6878696999993,614.6878696999993,614.6878696999993,614.6878696999993,614.6878696999993,614.6878696999993,614.6878696999993,None,None,None,,,,,,,,,,,609.955326299998,609.955326299998,None,,,611.0375490000006,,c,609.955326299998,609.955326299998,1.719102600000042,611.0375490000006,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_X_Back,True,3.0,robot,4.0,False,False,robot_stimuli\L_Head_X_Back.mp4,12.0,,,,,,,,,0.0,566.0,566.0,566.0,,,,,,,,,,,,,614.6878696999993,615.7687240999985,,,,,,,619.4082966999995,619.4082966999995,619.4082966999995,619.4082966999995,619.4082966999995,619.4082966999995,619.4082966999995,619.4082966999995,None,None,None,,,,,,,,,,,614.6878696999993,614.6878696999993,None,,,615.7687240999985,,c,614.6878696999993,614.6878696999993,1.39623550000033,615.7687240999985,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_Z_Back.mp4,12.0,,,,,,,,,0.0,567.0,567.0,567.0,,,,,,,,,,,,,619.4082966999995,620.4853169999988,,,,,,,624.1247614999993,624.1247614999993,624.1247614999993,624.1247614999993,624.1247614999993,624.1247614999993,624.1247614999993,624.1247614999993,None,None,None,,,,,,,,,,,619.4082966999995,619.4082966999995,None,,,620.4853169999988,,n,619.4082966999995,619.4082966999995,1.879917099999148,620.4853169999988,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_X_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Base_X_For.mp4,12.0,,,,,,,,,0.0,568.0,568.0,568.0,,,,,,,,,,,,,624.1247614999993,625.203547699999,,,,,,,628.7888774999992,628.7888774999992,628.7888774999992,628.7888774999992,628.7888774999992,628.7888774999992,628.7888774999992,628.7888774999992,None,None,None,,,,,,,,,,,624.1247614999993,624.1247614999993,None,,,625.203547699999,,n,624.1247614999993,624.1247614999993,2.4178638000012143,625.203547699999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_Y_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Base_Y_For.mp4,12.0,,,,,,,,,0.0,569.0,569.0,569.0,,,,,,,,,,,,,628.7888774999992,629.8672920999998,,,,,,,633.4077862000013,633.4077862000013,633.4077862000013,633.4077862000013,633.4077862000013,633.4077862000013,633.4077862000013,633.4077862000013,None,None,None,,,,,,,,,,,628.7888774999992,628.7888774999992,None,,,629.8672920999998,,n,628.7888774999992,628.7888774999992,1.8263090000000373,629.8672920999998,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Base_Z_Back.mp4,12.0,,,,,,,,,0.0,570.0,570.0,570.0,,,,,,,,,,,,,633.4077862000013,634.4849374000005,,,,,,,638.0228969999989,638.0228969999989,638.0228969999989,638.0228969999989,638.0228969999989,638.0228969999989,638.0228969999989,638.0228969999989,None,None,None,,,,,,,,,,,633.4077862000013,633.4077862000013,None,,,634.4849374000005,,n,633.4077862000013,633.4077862000013,3.4485113999980967,634.4849374000005,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Base_X_For,True,3.0,robot,4.0,False,False,robot_stimuli\L_Base_X_For.mp4,12.0,,,,,,,,,0.0,571.0,571.0,571.0,,,,,,,,,,,,,638.0228969999989,639.1017632000003,,,,,,,642.6651982000003,642.6651982000003,642.6651982000003,642.6651982000003,642.6651982000003,642.6651982000003,642.6651982000003,642.6651982000003,None,None,None,,,,,,,,,,,638.0228969999989,638.0228969999989,None,,,639.1017632000003,,c,638.0228969999989,638.0228969999989,2.367312499998661,639.1017632000003,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Arm_Z_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Arm_Z_For.mp4,12.0,,,,,,,,,0.0,572.0,572.0,572.0,,,,,,,,,,,,,642.6651982000003,643.7522243999992,,,,,,,647.3899629000007,647.3899629000007,647.3899629000007,647.3899629000007,647.3899629000007,647.3899629000007,647.3899629000007,647.3899629000007,None,None,None,,,,,,,,,,,642.6651982000003,642.6651982000003,None,,,643.7522243999992,,n,642.6651982000003,642.6651982000003,1.373168699999951,643.7522243999992,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Head_Z_Back.mp4,12.0,,,,,,,,,0.0,573.0,573.0,573.0,,,,,,,,,,,,,647.3899629000007,648.469524600001,,,,,,,652.1195555999984,652.1195555999984,652.1195555999984,652.1195555999984,652.1195555999984,652.1195555999984,652.1195555999984,652.1195555999984,None,None,None,,,,,,,,,,,647.3899629000007,647.3899629000007,None,,,648.469524600001,,n,647.3899629000007,647.3899629000007,2.232213100000081,648.469524600001,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_X_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Head_X_Back.mp4,12.0,,,,,,,,,0.0,574.0,574.0,574.0,,,,,,,,,,,,,652.1195555999984,653.2014245999999,,,,,,,656.8339777000001,656.8339777000001,656.8339777000001,656.8339777000001,656.8339777000001,656.8339777000001,656.8339777000001,656.8339777000001,None,None,None,,,,,,,,,,,652.1195555999984,652.1195555999984,None,,,653.2014245999999,,n,652.1195555999984,652.1195555999984,1.4844185000001744,653.2014245999999,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Head_Z_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Head_Z_For.mp4,12.0,,,,,,,,,0.0,575.0,575.0,575.0,,,,,,,,,,,,,656.8339777000001,657.9235970000009,,,,,,,661.5730097999985,661.5730097999985,661.5730097999985,661.5730097999985,661.5730097999985,661.5730097999985,661.5730097999985,661.5730097999985,None,None,None,,,,,,,,,,,656.8339777000001,656.8339777000001,None,,,657.9235970000009,,n,656.8339777000001,656.8339777000001,1.066752200000337,657.9235970000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_For,False,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_X_For.mp4,12.0,,,,,,,,,0.0,576.0,576.0,576.0,,,,,,,,,,,,,661.5730097999985,662.6522962999989,,,,,,,666.301771399998,666.301771399998,666.301771399998,666.301771399998,666.301771399998,666.301771399998,666.301771399998,666.301771399998,None,None,None,,,,,,,,,,,661.5730097999985,661.5730097999985,None,,,662.6522962999989,,n,661.5730097999985,661.5730097999985,1.5138274999990244,662.6522962999989,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
L_Torso_Y_For,False,3.0,robot,4.0,False,False,robot_stimuli\L_Torso_Y_For.mp4,12.0,,,,,,,,,0.0,577.0,577.0,577.0,,,,,,,,,,,,,666.301771399998,667.3864725999993,,,,,,,671.0354483999981,671.0354483999981,671.0354483999981,671.0354483999981,671.0354483999981,671.0354483999981,671.0354483999981,671.0354483999981,None,None,None,,,,,,,,,,,666.301771399998,666.301771399998,None,,,667.3864725999993,,n,666.301771399998,666.301771399998,1.5944402999994054,667.3864725999993,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Y_For,False,3.0,robot,4.0,False,False,robot_stimuli\R_Arm_Y_For.mp4,12.0,,,,,,,,,0.0,578.0,578.0,578.0,,,,,,,,,,,,,671.0354483999981,672.1193029999995,,,,,,,675.6353382999987,675.6353382999987,675.6353382999987,675.6353382999987,675.6353382999987,675.6353382999987,675.6353382999987,675.6353382999987,None,None,None,,,,,,,,,,,671.0354483999981,671.0354483999981,None,,,672.1193029999995,,n,671.0354483999981,671.0354483999981,1.6058920999967086,672.1193029999995,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_X_For,True,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_X_For.mp4,12.0,,,,,,,,,0.0,579.0,579.0,579.0,,,,,,,,,,,,,675.6353382999987,676.7193661999991,,,,,,,680.3492425000004,680.3492425000004,680.3492425000004,680.3492425000004,680.3492425000004,680.3492425000004,680.3492425000004,680.3492425000004,None,None,None,,,,,,,,,,,675.6353382999987,675.6353382999987,None,,,676.7193661999991,,n,675.6353382999987,675.6353382999987,2.1903585999971256,676.7193661999991,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Base_Z_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Base_Z_Back.mp4,12.0,,,,,,,,,0.0,580.0,580.0,580.0,,,,,,,,,,,,,680.3492425000004,681.4374146000009,,,,,,,684.9869212999984,684.9869212999984,684.9869212999984,684.9869212999984,684.9869212999984,684.9869212999984,684.9869212999984,684.9869212999984,None,None,None,,,,,,,,,,,680.3492425000004,680.3492425000004,None,,,681.4374146000009,,n,680.3492425000004,680.3492425000004,2.3440266999969026,681.4374146000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Arm_Y_For,True,3.0,robot,4.0,False,False,robot_stimuli\R_Arm_Y_For.mp4,12.0,,,,,,,,,0.0,581.0,581.0,581.0,,,,,,,,,,,,,684.9869212999984,686.0743503000012,,,,,,,689.5915434999988,689.5915434999988,689.5915434999988,689.5915434999988,689.5915434999988,689.5915434999988,689.5915434999988,689.5915434999988,None,None,None,,,,,,,,,,,684.9869212999984,684.9869212999984,None,,,686.0743503000012,,c,684.9869212999984,684.9869212999984,1.7704309000000649,686.0743503000012,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Torso_Z_For,False,3.0,robot,4.0,False,False,robot_stimuli\R_Torso_Z_For.mp4,12.0,,,,,,,,,0.0,582.0,582.0,582.0,,,,,,,,,,,,,689.5915434999988,690.6678059000005,,,,,,,694.3055256000007,694.3055256000007,694.3055256000007,694.3055256000007,694.3055256000007,694.3055256000007,694.3055256000007,694.3055256000007,None,None,None,,,,,,,,,,,689.5915434999988,689.5915434999988,None,,,690.6678059000005,,c,689.5915434999988,689.5915434999988,1.986429699998553,690.6678059000005,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
R_Head_Y_Back,False,3.0,robot,4.0,False,False,robot_stimuli\R_Head_Y_Back.mp4,12.0,,,,,,,,,0.0,583.0,583.0,583.0,,,,,,,,,,,,,694.3055256000007,695.3851212000009,,,,,,,699.0254163999998,699.0254163999998,699.0254163999998,699.0254163999998,699.0254163999998,699.0254163999998,699.0254163999998,699.0254163999998,None,None,None,,,,,,,,,,,694.3055256000007,694.3055256000007,None,,,695.3851212000009,,n,694.3055256000007,694.3055256000007,1.036702699999296,695.3851212000009,12,1,2024-06-18_17h50.21.510,robot_nback_sign,2022.2.5,59.94564129247965,
